"id";"codigo_arancelario";"nivel";"c_n_code";"longitud_cn_code";"descripcion";"parent_id"
374;"020755510080";8;"0207 55 51";10;----- Pechugas y trozos de pechuga;370
375;"020755610080";8;"0207 55 61";10;----- Muslos, contramuslos, y sus trozos;370
376;"020755710080";8;"0207 55 71";10;----- Gansos semideshuesados;370
377;"020755810080";8;"0207 55 81";10;----- Los demás;370
378;"020755930010";6;"";0;--- Despojos;367
379;"020755930020";7;"";0;---- Hígados;378
380;"020755930080";8;"0207 55 93";10;----- Hígados grasos de ganso;379
381;"020755950080";8;"0207 55 95";10;----- Los demás;379
382;"020755990080";7;"0207 55 99";10;---- Los demás;378
383;"020760000080";4;"0207 60";7;- De pintada;234
384;"020760050080";5;"0207 60 05";10;-- Sin trocear, frescos, refrigerados o congelados;383
385;"020760100010";5;"";0;-- Los demás, frescos, refrigerados o congelados;383
386;"020760100020";6;"";0;--- Trozos;385
387;"020760100080";7;"0207 60 10";10;---- Deshuesados;386
388;"020760210010";7;"";0;---- Sin deshuesar;386
389;"020760210080";8;"0207 60 21";10;----- Mitades o cuartos;388
390;"020760310080";8;"0207 60 31";10;----- Alas enteras, incluso sin la punta;388
391;"020760410080";8;"0207 60 41";10;----- Troncos, cuellos, troncos con cuello, rabadillas y puntas de alas;388
392;"020760510080";8;"0207 60 51";10;----- Pechugas y trozos de pechuga;388
393;"020760610080";8;"0207 60 61";10;----- Muslos, contramuslos, y sus trozos;388
394;"020760810080";8;"0207 60 81";10;----- Los demás;388
395;"020760910010";6;"";0;--- Despojos;385
396;"020760910080";7;"0207 60 91";10;---- Hígados;395
397;"020760990080";7;"0207 60 99";10;---- Los demás;395
398;"020800000080";3;"0208";4;Las demás carnes y despojos comestibles, frescos, refrigerados o congelados;108
399;"020810000080";4;"0208 10";7;- De conejo o liebre;398
400;"020810100080";5;"0208 10 10";10;-- De conejos domésticos;399
401;"020810900080";5;"0208 10 90";10;-- Los demás;399
402;"020830000080";4;"0208 30 00";10;- De primates;398
403;"020840000080";4;"0208 40";7;"- De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)";398
404;"020840100080";5;"0208 40 10";10;-- Carne de ballenas;403
405;"020840200080";5;"0208 40 20";10;-- Carne de focas;403
406;"020840800080";5;"0208 40 80";10;-- Los demás;403
407;"020850000080";4;"0208 50 00";10;- De reptiles (incluidas las serpientes y tortugas de mar);398
408;"020860000080";4;"0208 60 00";10;- De camellos y demás camélidos (Camelidae);398
409;"020890000080";4;"0208 90";7;- Los demás;398
410;"020890100080";5;"0208 90 10";10;-- De palomas domésticas;409
411;"020890300080";5;"0208 90 30";10;-- De caza (excepto de conejo o liebre);409
412;"020890600080";5;"0208 90 60";10;-- De renos;409
413;"020890700080";5;"0208 90 70";10;-- Ancas (patas) de rana;409
414;"020890980080";5;"0208 90 98";10;-- Los demás;409
415;"020900000080";3;"0209";4;Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados;108
416;"020910000080";4;"0209 10";7;- De cerdo;415
417;"020910110010";5;"";0;-- Tocino;416
418;"020910110080";6;"0209 10 11";10;--- Fresco, refrigerado, congelado, salado o en salmuera;417
419;"020910190080";6;"0209 10 19";10;--- Seco o ahumado;417
420;"020910900080";5;"0209 10 90";10;-- Grasa de cerdo;416
421;"020990000080";4;"0209 90 00";10;- Los demás;415
422;"021000000080";3;"0210";4;"Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos";108
423;"021011000010";4;"";0;- Carne de la especie porcina;422
424;"021011000080";5;"0210 11";7;-- Jamones, paletas, y sus trozos, sin deshuesar;423
425;"021011110010";6;"";0;--- De la especie porcina doméstica;424
426;"021011110020";7;"";0;---- Salados o en salmuera;425
427;"021011110080";8;"0210 11 11";10;----- Jamones y trozos de jamón;426
428;"021011190080";8;"0210 11 19";10;----- Paletas y trozos de paleta;426
429;"021011310010";7;"";0;---- Secos o ahumados;425
430;"021011310080";8;"0210 11 31";10;----- Jamones y trozos de jamón;429
431;"021011390080";8;"0210 11 39";10;----- Paletas y trozos de paleta;429
432;"021011900080";6;"0210 11 90";10;--- Los demás;424
433;"021012000080";5;"0210 12";7;-- Tocino entreverado de panza (panceta) y sus trozos;423
434;"021012110010";6;"";0;--- De la especie porcina doméstica;433
435;"021012110080";7;"0210 12 11";10;---- Salados o en salmuera;434
436;"021012190080";7;"0210 12 19";10;---- Secos o ahumados;434
437;"021012900080";6;"0210 12 90";10;--- Los demás;433
438;"021019000080";5;"0210 19";7;-- Las demás;423
439;"021019100010";6;"";0;--- De la especie porcina doméstica;438
440;"021019100020";7;"";0;---- Salados o en salmuera;439
441;"021019100080";8;"0210 19 10";10;----- Medias canales de tipo «bacon» o tres cuartos delanteros;440
442;"021019200080";8;"0210 19 20";10;----- Tres cuartos traseros o centros;440
443;"021019300080";8;"0210 19 30";10;----- Partes delanteras y trozos de partes delanteras;440
444;"021019400080";8;"0210 19 40";10;----- Chuleteros y trozos de chuletero;440
445;"021019500080";8;"0210 19 50";10;----- Los demás;440
446;"021019600010";7;"";0;---- Secos o ahumados;439
447;"021019600080";8;"0210 19 60";10;----- Partes delanteras y trozos de partes delanteras;446
448;"021019700080";8;"0210 19 70";10;----- Chuleteros y partes de chuletero;446
449;"021019810010";8;"";0;----- Los demás;446
450;"021019810080";9;"0210 19 81";10;------ Deshuesados;449
451;"021019890080";9;"0210 19 89";10;------ Los demás;449
452;"021019900080";6;"0210 19 90";10;--- Los demás;438
453;"021020000080";4;"0210 20";7;- Carne de la especie bovina;422
454;"021020100080";5;"0210 20 10";10;-- Sin deshuesar;453
455;"021020900080";5;"0210 20 90";10;-- Deshuesada;453
456;"021091000010";4;"";0;- Los demás, incluidos la harina y polvo comestibles, de carne o de despojos;422
457;"021091000080";5;"0210 91 00";10;-- De primates;456
458;"021092000080";5;"0210 92";7;"-- De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)";456
459;"021092100080";6;"0210 92 10";10;"--- De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (mamíferos del orden Sirenios)";458
460;"021092910010";6;"";0;--- Los demás;458
461;"021092910080";7;"0210 92 91";10;---- Carne;460
462;"021092920080";7;"0210 92 92";10;---- Despojos;460
463;"021092990080";7;"0210 92 99";10;---- Harina y polvo comestibles, de carne o de despojos;460
464;"021093000080";5;"0210 93 00";10;-- De reptiles (incluidas las serpientes y tortugas de mar);456
465;"021099000080";5;"0210 99";7;-- Los demás;456
466;"021099100010";6;"";0;--- Carne;465
467;"021099100080";7;"0210 99 10";10;---- De caballo, salada, en salmuera o seca;466
468;"021099210010";7;"";0;---- De las especies ovina y caprina;466
469;"021099210080";8;"0210 99 21";10;----- Sin deshuesar;468
470;"021099290080";8;"0210 99 29";10;----- Deshuesada;468
471;"021099310080";7;"0210 99 31";10;---- De renos;466
472;"021099390080";7;"0210 99 39";10;---- Las demás;466
473;"021099410010";6;"";0;--- Despojos;465
474;"021099410020";7;"";0;---- De la especie porcina doméstica;473
475;"021099410080";8;"0210 99 41";10;----- Hígados;474
476;"021099490080";8;"0210 99 49";10;----- Los demás;474
477;"021099510010";7;"";0;---- De la especie bovina;473
478;"021099510080";8;"0210 99 51";10;----- Entraña gruesa y entraña fina;477
479;"021099590080";8;"0210 99 59";10;----- Los demás;477
480;"021099710010";7;"";0;---- Los demás;473
481;"021099710020";8;"";0;----- Hígados de aves;480
482;"021099710080";9;"0210 99 71";10;------ Hígados grasos de ganso o de pato, salados o en salmuera;481
483;"021099790080";9;"0210 99 79";10;------ Los demás;481
484;"021099850080";8;"0210 99 85";10;----- Los demás;480
485;"021099900080";6;"0210 99 90";10;--- Harina y polvo comestibles, de carne o de despojos;465
486;"030021000090";2;"03";2;CAPÍTULO 3 - PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS;1
487;"030100000080";3;"0301";4;Peces vivos;486
488;"030111000010";4;"";0;- Peces ornamentales;487
489;"030111000080";5;"0301 11 00";10;-- De agua dulce;488
490;"030119000080";5;"0301 19 00";10;-- Los demás;488
491;"030191000010";4;"";0;- Los demás peces vivos;487
492;"030191000080";5;"0301 91";7;-- Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster);491
493;"030191100080";6;"0301 91 10";10;--- De las especies Oncorhynchus apache y Oncorhynchus chrysogaster;492
494;"030191900080";6;"0301 91 90";10;--- Las demás;492
495;"030192000080";5;"0301 92";7;-- Anguilas (Anguilla spp.);491
496;"030192100080";6;"0301 92 10";10;--- De longitud inferior a 12 cm;495
497;"030192300080";6;"0301 92 30";10;--- De longitud igual o superior a 12 cm pero inferior a 20 cm;495
498;"030192900080";6;"0301 92 90";10;--- De longitud igual o superior a 20 cm;495
499;"030193000080";5;"0301 93 00";10;-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.);491
500;"030194000080";5;"0301 94";7;-- Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis);491
501;"030194100080";6;"0301 94 10";10;--- Atunes comunes o de aleta azul del Atlántico (Thunnus thynnus);500
502;"030194900080";6;"0301 94 90";10;--- Atunes comunes o de aleta azul del Pacífico (Thunnus orientalis);500
503;"030195000080";5;"0301 95 00";10;-- Atunes del sur (Thunnus maccoyii);491
504;"030199000080";5;"0301 99";7;-- Los demás;491
505;"030199110010";6;"";0;--- De agua dulce;504
506;"030199110080";7;"0301 99 11";10;---- Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho);505
507;"030199170080";7;"0301 99 17";10;---- Los demás;505
508;"030199850080";6;"0301 99 85";10;--- Los demás;504
509;"030200000080";3;"0302";4;Pescado fresco o refrigerado (excepto los filetes y demás carne de pescado de la partida 0304);486
510;"030211000010";4;"";0;- Salmónidos, excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299;509
511;"030211000080";5;"0302 11";7;-- Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster);510
512;"030211100080";6;"0302 11 10";10;--- De las especies Oncorhynchus apache y Oncorhynchus chrysogaster;511
513;"030211200080";6;"0302 11 20";10;--- De la especie Oncorhynchus mykiss, sin descabezar, con branquias y evisceradas, de peso superior a 1,2 kg por unidad, o descabezadas, sin branquias y evisceradas, de peso superior a 1 kg por unidad;511
514;"030211800080";6;"0302 11 80";10;--- Las demás;511
515;"030213000080";5;"0302 13 00";10;-- Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus);510
516;"030214000080";5;"0302 14 00";10;-- Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho);510
517;"030219000080";5;"0302 19 00";10;-- Los demás;510
518;"030221000010";4;"";0;- Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae), excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299;509
519;"030221000080";5;"0302 21";7;-- Fletanes («halibut») (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis);518
520;"030221100080";6;"0302 21 10";10;--- Fletán («halibut») negro (Reinhardtius hippoglossoides);519
521;"030221300080";6;"0302 21 30";10;--- Fletán («halibut») atlántico (Hippoglossus hippoglossus);519
522;"030221900080";6;"0302 21 90";10;--- Fletán («halibut») del Pacífico (Hippoglossus stenolepis);519
523;"030222000080";5;"0302 22 00";10;-- Sollas (Pleuronectes platessa);518
524;"030223000080";5;"0302 23 00";10;-- Lenguados (Solea spp.);518
525;"030224000080";5;"0302 24 00";10;-- Rodaballos («turbots») (Psetta maxima);518
526;"030229000080";5;"0302 29";7;-- Los demás;518
527;"030229100080";6;"0302 29 10";10;--- Gallos (Lepidorhombus spp.);526
528;"030229800080";6;"0302 29 80";10;--- Los demás;526
529;"030231000010";4;"";0;- Atunes (del género Thunnus), listados (bonitos de vientre rayado)  (Katsuwonus pelamis), excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299;509
530;"030231000080";5;"0302 31";7;-- Albacoras o atunes blancos (Thunnus alalunga);529
531;"030231100080";6;"0302 31 10";10;--- Destinados a la fabricación industrial de productos de la partida 1604;530
532;"030231900080";6;"0302 31 90";10;--- Los demás;530
533;"030232000080";5;"0302 32";7;-- Atunes de aleta amarilla (rabiles) (Thunnus albacares);529
534;"030232100080";6;"0302 32 10";10;--- Destinados a la fabricación industrial de productos de la partida 1604;533
535;"030232900080";6;"0302 32 90";10;--- Los demás;533
593;"030259900080";6;"0302 59 90";10;--- Los demás;588
536;"030233000080";5;"0302 33";7;-- Listados (bonitos de vientre rayado) (Katsuwonus pelamis);529
537;"030233100080";6;"0302 33 10";10;--- Destinados a la fabricación industrial de productos de la partida 1604;536
538;"030233900080";6;"0302 33 90";10;--- Los demás;536
539;"030234000080";5;"0302 34";7;-- Patudos o atunes ojo grande (Thunnus obesus);529
540;"030234100080";6;"0302 34 10";10;--- Destinados a la fabricación industrial de productos de la partida 1604;539
541;"030234900080";6;"0302 34 90";10;--- Los demás;539
542;"030235000080";5;"0302 35";7;-- Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis);529
543;"030235110010";6;"";0;--- Atunes comunes o de aleta azul del Atlántico (Thunnus thynnus);542
544;"030235110080";7;"0302 35 11";10;---- Destinados a la fabricación industrial de productos de la partida 1604;543
545;"030235190080";7;"0302 35 19";10;---- Los demás;543
546;"030235910010";6;"";0;--- Atunes comunes o de aleta azul del Pacífico (Thunnus orientalis);542
547;"030235910080";7;"0302 35 91";10;---- Destinados a la fabricación industrial de productos de la partida 1604;546
548;"030235990080";7;"0302 35 99";10;---- Los demás;546
549;"030236000080";5;"0302 36";7;-- Atunes del sur (Thunnus maccoyii);529
550;"030236100080";6;"0302 36 10";10;--- Destinados a la fabricación industrial de productos de la partida 1604;549
551;"030236900080";6;"0302 36 90";10;--- Los demás;549
552;"030239000080";5;"0302 39";7;-- Los demás;529
553;"030239200080";6;"0302 39 20";10;--- Destinados a la fabricación industrial de productos de la partida 1604;552
554;"030239800080";6;"0302 39 80";10;--- Los demás;552
555;"030241000010";4;"";0;- Arenques (Clupea harengus, Clupea pallasii), anchoas (Engraulis spp.), sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.), espadines (Sprattus sprattus), caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus), caballas de la India (Rastrelliger spp.), carites (Scomberomorus spp.), jureles (Trachurus spp.), pámpanos (Caranx spp.), cobias (Rachycentron canadum), palometones plateados (Pampus spp.), papardas del Pacífico (Cololabis saira), macarelas (Decapterus spp.), capelanes (Mallotus villosus), peces espada (Xiphias gladius), bacoretas orientales (Euthynnus affinis), bonitos (Sarda spp.), agujas, marlines, peces vela o picudos (Istiophoridae), excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299;509
556;"030241000080";5;"0302 41 00";10;-- Arenques (Clupea harengus, Clupea pallasii);555
557;"030242000080";5;"0302 42 00";10;-- Anchoas (Engraulis spp.);555
558;"030243000080";5;"0302 43";7;-- Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus);555
559;"030243100080";6;"0302 43 10";10;--- Sardinas de la especie Sardina pilchardus;558
560;"030243300080";6;"0302 43 30";10;"--- Sardinas del género Sardinops; sardinelas (Sardinella spp.)";558
561;"030243900080";6;"0302 43 90";10;--- Espadines (Sprattus sprattus);558
562;"030244000080";5;"0302 44 00";10;-- Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus);555
563;"030245000080";5;"0302 45";7;-- Jureles (Trachurus spp.);555
564;"030245100080";6;"0302 45 10";10;--- Jureles (Trachurus trachurus);563
565;"030245300080";6;"0302 45 30";10;--- Jureles chilenos (Trachurus murphyi);563
566;"030245900080";6;"0302 45 90";10;--- Los demás;563
